wl,FSS99,FSS80,FSS60,FSS40,FSS20,FSS10,FSS5,FSS2
479,93.28984452,79.48412657,63.66736096,51.25153793,10.29257157,5.681123084,1.508084272,2.867586612
480,93.29556532,79.51369051,63.72899891,51.3061559,10.2655127,5.674228399,1.498809399,2.882678712
481,93.52585911,79.92518377,64.07799711,51.63380335,10.31059344,5.693076431,1.507005109,2.906086013
482,94.59021229,82.51661225,66.86981675,54.0833994,10.79682146,5.957463132,1.606382238,3.06606758
483,95.59365219,85.19520427,70.13427059,56.99842359,11.41432589,6.284868727,1.717308036,3.253394725
484,96.25906988,86.86805201,71.9618394,58.59757817,11.75501441,6.472832981,1.778716498,3.354375452
485,96.69623392,87.91715159,73.03151076,59.52011441,11.94965328,6.583854721,1.816500508,3.416640838
486,96.58164526,87.53053501,72.45198493,58.97878881,11.85979312,6.529171059,1.799268667,3.386344035
487,96.30122022,86.39559135,70.73976371,57.43918906,11.53706317,6.359096912,1.744757534,3.294629894
488,95.90192563,85.12173805,69.25209963,56.15042479,11.28081311,6.223767755,1.70466536,3.223510939
489,95.50021925,83.99147074,68.07618126,55.14623811,11.08108734,6.106549499,1.67150251,3.167408466
490,95.13362143,82.93882316,66.97000309,54.22004451,10.88403362,6.002964072,1.647895957,3.121841639
491,94.79239174,82.13593368,66.18073854,53.57381532,10.75383401,5.933536857,1.642263499,3.10082888
492,94.60237038,81.70247407,65.73760737,53.19646386,10.69158729,5.898443424,1.645239744,3.094304592
493,94.27827863,81.16501719,65.21316385,52.7552497,10.61645316,5.85973161,1.644352596,3.078185927
494,93.906201,80.44505645,64.51367764,52.15194078,10.50875649,5.798723708,1.615054545,3.040767365
495,93.60978991,79.85367153,63.90476772,51.61140068,10.39589257,5.736582453,1.58518371,3.006598197
496,93.4897682,79.69456225,63.72612093,51.4447794,10.34816799,5.70908577,1.573066549,2.993090603
497,93.5341302,79.68243501,63.67601303,51.41692039,10.33664543,5.707604621,1.563003875,3.00259103
498,93.51353153,79.73377235,63.63710887,51.39171546,10.31372433,5.698544658,1.561053113,2.999368001
499,93.50571088,79.70974741,63.57694995,51.35899837,10.32085667,5.690515426,1.549276567,2.983904397
500,93.5114601,79.65308103,63.57082164,51.3617031,10.34878252,5.702988873,1.544022306,2.979227929
501,93.50873916,79.6250126,63.54343863,51.30636043,10.33649788,5.690321324,1.526039649,2.955542732
502,93.50752357,79.57721336,63.55726921,51.29525052,10.35349204,5.710834816,1.53607862,2.963783712
503,93.47651833,79.56432865,63.6110211,51.29534468,10.35418439,5.717755494,1.546957494,2.977425076
504,93.5136265,79.58870218,63.5941922,51.29022908,10.34226784,5.710259183,1.549974956,2.986362958
505,93.54186033,79.60806735,63.60798731,51.30989222,10.36966031,5.715035375,1.567277663,3.003192995
506,93.54002601,79.59577277,63.58887278,51.34639917,10.38314875,5.712660432,1.578030305,2.999752937
507,93.54083276,79.60609561,63.53600857,51.31941242,10.37540767,5.707551141,1.582938655,3.000719117
508,93.53365621,79.61189524,63.5598889,51.31243449,10.37243672,5.697292524,1.574676663,2.992706913
509,93.57416019,79.62788056,63.61481393,51.32955902,10.36178713,5.699944671,1.572419641,3.003595329
