wl,uR,B,G,R
642,1.06591465018067E-05,6.97604887562611E-05,0.000225312435899,0.004856648270623
643,1.31824852473665E-05,6.0526677672901E-05,0.000212010870443,0.004673824305938
644,1.57058239929263E-05,5.12928665895409E-05,0.000198709304987,0.004491000341253
645,1.82291627384862E-05,4.20590555061808E-05,0.000185407739532,0.004308176376569
646,1.50236832587148E-05,5.01815989975064E-05,0.000189169754495,0.004178493815728
647,1.18182037789434E-05,5.83041424888321E-05,0.000192931769459,0.004048811254888
648,8.61272429917195E-06,6.64266859801577E-05,0.000196693784422,0.003919128694048
649,5.40724481940054E-06,7.45492294714834E-05,0.000200455799386,0.003789446133208
650,2.20176533962914E-06,8.2671772962809E-05,0.000204217814349,0.003659763572368
651,3.65234764421784E-07,0.000101358553651,0.000196695385278,0.003566957444651
652,-1.47129581078557E-06,0.00012004533434,0.000189172956207,0.003474151316933
653,-3.30782638599293E-06,0.000138732115029,0.000181650527136,0.003381345189216
654,-5.14435696120029E-06,0.000157418895717,0.000174128098065,0.003288539061499
655,-6.98088753640764E-06,0.000176105676406,0.000166605668993,0.003195732933782
656,-3.30790833483705E-06,0.000159682294377,0.000165150141954,0.003063774098985
657,3.65070866733535E-07,0.000143258912347,0.000163694614915,0.002931815264188
658,4.03805006830412E-06,0.000126835530318,0.000162239087876,0.002799856429392
659,7.71102926987471E-06,0.000110412148288,0.000160783560836,0.002667897594595
660,1.13840084714453E-05,9.39887662587625E-05,0.000159328033797,0.002535938759798
661,1.25249685317096E-05,8.24501242225668E-05,0.000148522017832,0.002425515762705
662,1.3665928591974E-05,7.0911482186371E-05,0.000137716001867,0.002315092765611
663,1.48068886522383E-05,5.93728401501752E-05,0.000126909985902,0.002204669768518
664,1.59478487125026E-05,4.78341981139794E-05,0.000116103969938,0.002094246771424
665,1.7088808772767E-05,3.62955560777837E-05,0.000105297953973,0.00198382377433
666,1.58066126263963E-05,5.11894799086636E-05,0.00010893361321,0.001957429898632
667,1.45244164800257E-05,6.60834037395436E-05,0.000112569272447,0.001931036022934
668,1.32422203336551E-05,8.09773275704236E-05,0.000116204931684,0.001904642147236
669,1.19600241872845E-05,9.58712514013035E-05,0.000119840590921,0.001878248271538
670,1.06778280409139E-05,0.000110765175232,0.000123476250158,0.00185185439584
671,1.44680043068181E-05,0.000118919579832,0.000124864451189,0.001771423706617
672,1.82581805727224E-05,0.000127073984433,0.00012625265222,0.001690993017394
673,2.20483568386266E-05,0.000135228389033,0.000127640853251,0.001610562328171
674,2.58385331045309E-05,0.000143382793633,0.000129029054282,0.001530131638948
675,2.96287093704352E-05,0.000151537198233,0.000130417255312,0.001449700949725
676,2.63312647145775E-05,0.000121668708652,0.000118016284948,0.001329356657188
677,2.30338200587197E-05,9.18002190709015E-05,0.000105615314584,0.001209012364651
678,1.9736375402862E-05,6.19317294897393E-05,9.32143442200232E-05,0.001088668072114
679,1.64389307470043E-05,3.20632399085771E-05,8.08133738559134E-05,0.000968323779577
680,1.31414860911466E-05,2.19475032741493E-06,6.84124034918036E-05,0.00084797948704
681,1.10396038048061E-05,1.24683183890501E-05,6.62662192358722E-05,0.000775240524291
682,8.93772151846549E-06,2.27418864506853E-05,6.41200349799408E-05,0.000702501561541
683,6.83583923212492E-06,3.30154545123205E-05,6.19738507240095E-05,0.000629762598792
684,4.73395694578435E-06,4.32890225739557E-05,5.98276664680781E-05,0.000557023636043
685,2.63207465944379E-06,5.35625906355908E-05,5.76814822121467E-05,0.000484284673293
686,3.12988959181606E-06,3.15281789839271E-05,4.26412611837415E-05,0.000401483257858
687,3.62770452418832E-06,9.49376733226334E-06,2.76010401553362E-05,0.000318681842424
688,4.12551945656059E-06,-1.25406443194004E-05,1.2560819126931E-05,0.000235880426989
689,4.62333438893286E-06,-3.45750559710642E-05,-2.47940190147424E-06,0.000153079011555
690,5.12114932130513E-06,-5.66094676227279E-05,-1.75196229298795E-05,7.027759611991E-05
691,6.34879949184555E-06,-3.11692187525988E-05,-1.42042234283179E-05,8.20666316456104E-05
692,7.57644966238598E-06,-5.72896988246966E-06,-1.08888239267563E-05,9.38556671713108E-05
693,8.80409983292641E-06,1.97112789876595E-05,-7.57342442519469E-06,0.000105644702697
694,1.00317500034668E-05,4.51515278577886E-05,-4.25802492363309E-06,0.000117433738223
695,1.12594001740073E-05,7.05917767279177E-05,-9.42625422071496E-07,0.000129222773748
696,1.05062704651591E-05,6.40689800912095E-05,2.84452685074995E-06,0.000116373592399
697,9.75314075631093E-06,5.75461834545014E-05,6.63167912357141E-06,0.000103524411049
698,9.00001104746276E-06,5.10233868177932E-05,1.04188313963929E-05,9.06752296989739E-05
699,8.2468813386146E-06,4.45005901810851E-05,1.42059836692143E-05,7.78260483491612E-05
700,7.49375162976643E-06,3.79777935443769E-05,1.79931359420358E-05,6.49768669993485E-05
